_id,151a
ge817336,Naučná stezka Stará plaská cesta (Česko)
ge817346,"Nebovidy (Praha, Česko : zaniklá obec)"
ge817351,Chybie (Polsko)
ge817557,"Bezmíř (Vojkov, Česko)"
ge817647,Rieserferner (Itálie a Rakousko : pohoří)
ge817692,Maisúrské království
ge817759,"Vanovice (Blansko, Česko)"
ge817760,"Drválovice (Vanovice, Blansko, Česko)"
ge817892,Biłgoraj (Polsko)
ge817988,"Rokycanská ulice (Plzeň, Česko)"
ge817992,"Na Chmelnicích (Plzeň, Česko : ulice)"
ge818209,Paithan (Indie)
ge818419,"Louka (Hodonín, Česko)"
ge818507,Park Krajobrazowy Lasy Janowskie (Polsko)
ge818643,Curaçao (Nizozemsko)
ge818749,Sabah (Malajsie)
xx0185043,"Nětčice (Kyjov, Hodonín, Česko)"
ge819133,Jihočínské moře (oblast)
ge819172,Aranđelovac (Srbsko)
ge819247,Kychová (Česko : potok)
ge819249,Zděchovka (Česko : potok)
ge819456,Brindisi (Itálie)
ge819463,Brindisi (Itálie : provincie)
ge819892,Černá u Bohdanče (Česko)
ge820003,Szczawnica (Polsko)
ge820055,Spratlyovy ostrovy
ge820139,Treppenstein (Německo : zaniklá osada)
ge820255,"Kaplice (Lenora, Česko)"
ge820256,Kaplické Chalupy (Česko : zaniklá obec)
ge820259,"Kašina Hora (Záhoří, Písek, Česko)"
ge820261,"Kbelnice (Přešťovice, Česko)"
ge820264,"Kladenské Rovné (Kájov, Česko)"
ge820267,"Klažary (Kamenná, České Budějovice, Česko)"
ge820268,"Klenov (Pluhův Žďár, Česko)"
ge820271,"Klínovice (Chrášťovice, Strakonice, Česko)"
ge820277,"Kloub (Pohorovice, Česko)"
ge820278,"Knín (Temelín, Česko)"
ge820391,Mládzovo (Slovensko)
ge820503,Přírodní rezervace Údolí Doubravy (Česko)
ge820532,Voroněžský masiv
ge820752,Manus (Papua-Nová Guinea : provincie)
ge820821,Te-čou (Čína : prefektura)
ge820962,Shashemene (Etiopie)
ge820964,Shashemene (Etiopie : oblast)
ge821273,"Borghorst (Steinfurt, Německo)"
xx0185466,Skyřice (Česko : zaniklá obec)
xx0185470,Joseph (Česko : průmyslová zóna)
xx0185481,Matylda (Česko : jezero)
ge821622,Loučná (Česko : řeka)
ge821664,Szuhogy (Maďarsko)
ge821723,Přírodní památka Velikonoční rybník (Česko)
ge821756,Španělské Nizozemí
ge821772,Tepca (Černá Hora)
ge821780,Zlatá stezka-Kašperskohorská větev (Česko : naučná stezka)
ge821796,"Hrušky (Vyškov, Česko)"
ge821815,"Vysoká (Český les, Česko : vrch)"
ge821822,Rapallo (Itálie)
ge821845,Magadan (Rusko : oblast)
ge821901,Giglio (Itálie : ostrov)
ge821920,Bizerte (Tunisko)
ge821952,Tetčice (Česko : oblast)
ge821956,Matosinhos (Portugalsko)
ge821992,Rudina (Slovensko)
ge822009,Antoniino údolí (Česko)
ge822140,"Koječín (Čepřovice, Česko)"
ge822142,"Kojetín (Petrovice, Příbram, Česko)"
ge822143,"Kolence (Novosedly nad Nežárkou, Česko)"
ge822144,"Kolišov (Bernartice, Písek, Česko)"
ge822145,Konrátov (Česko : zaniklá obec)
ge822148,"Konská (Třinec, Česko)"
ge822150,"Korkusova Huť (Vimperk, Česko)"
ge822151,"Koroseky (Vrábče, Česko)"
ge822153,"Kosmo (Šumavské Hoštice, Česko)"
ge822164,Kibeho (Rwanda)
ge822169,Kulundská step (Kazachstán a Rusko)
ge822370,Trsteno (Chorvatsko)
xx0185665,Přírodní památka Divoká rokle (Česko)
ge822417,Panarea (Itálie : ostrov)
ge822427,Filicudi (Itálie : ostrov)
ge822432,Alicudi (Itálie : ostrov)
ge822466,Salina (Itálie : ostrov)
ge822472,Vulcano (Itálie : ostrov)
ge822480,Ustica (Itálie : ostrov)
ge822498,Chtelnica (Slovensko)
ge822699,Wildenfelser Zwischengebirge (Německo : chráněné území)
ge822777,"Butkov (Strážovské vrchy, Slovensko : vrch)"
ge822817,Obora Maternice (Česko)
ge822843,"Žebrakovský potok (Sázava, Česko)"
ge822844,"Žebrakovský potok (Vltava, Česko)"
ge822935,Der-Chantecoq (Francie : jezero)
ge823023,Kostoľany pod Tribečom (Slovensko)
ge823309,Orechovo-Zujevo (Rusko)
ge823397,Tokto (Korea : souostroví)
ge823415,"Krupá (Rakovník, Česko)"
ge823548,Maas (řeka : oblast)
ge823560,Sankt Florian (Rakousko)
ge823629,Narym (Rusko : oblast)
ge823631,Marostica (Itálie)
ge823640,Ussuri (Rusko a Čína : řeka : oblast)
ge823676,Guslicy (Rusko : oblast)
ge823742,Národní park Stelvio (Itálie)
ge823749,Ussuri (Rusko a Čína : řeka)
ge823917,Rochdale (Anglie)
ge824049,Meščera (Rusko : oblast)
ge824081,Ascension (Velká Británie: ostrov)
ge824104,Raeren (Belgie)
ge824109,Radzovce (Slovensko)
ge824112,Pod Smutným koutem (Česko : přírodní památka)
ge824113,Čižice (Česko : oblast)
ge824116,Pod Šipínem (Česko : přírodní památka)
ge824118,"Okrouhlé Hradiště (Konstantinovy Lázně, Česko : oblast)"
ge824215,Smrk u Nového Města pod Smrkem (Česko : rozhledna)
xx0186130,"Ruda (Tvrdkov, Česko)"
xx0186131,"Střížov (Brtnice, Jihlava, Česko)"
xx0186132,"Utín (Přibyslav, Havlíčkův Brod, Česko)"
ge824610,Tvrdkov (Česko)
ge824685,Riedlingen (Německo)
ge824689,Rhön-Grabfeld (Německo : okres)
ge824692,Rheinzabern (Německo)
ge824698,Rhein-Main (Německo : metropolitní region)
ge824708,Redlands (Kalifornie)
ge825071,Pripjať (Ukrajina)
ge825076,Erbendorf (Německo)
ge825080,Waidhaus (Německo)
ge825396,"Holínské Předměstí (Jičín, Česko)"
ge825397,"Valdické Předměstí (Jičín, Česko)"
ge825664,Ponávka (Česko : řeka)
ge825721,"Kladina (Sezemice, Pardubice, Česko)"
ge825723,Košťálkov (Česko : zaniklá obec)
ge825724,"Koubalova Lhota (Klučenice, Česko)"
ge825725,"Kovářov (Brloh, Český Krumlov, Česko)"
ge825733,"Kovářov (Frymburk, Český Krumlov, Česko)"
ge825736,"Kozín (Rataje, Tábor, Česko)"
ge825740,"Kozmice (Radenín, Česko)"
ge825744,"Kožlí (Myštice, Strakonice, Česko)"
ge825749,Krabonoš (Česko : zaniklá obec)
ge825750,Krajníčko (Česko)
ge825946,Severní Amerika (východní oblast)
ge825957,"Rotenburg (Dolní Sasko, Německo)"
ge825960,"Rotenburg an der Fulda (Hesensko, Německo)"
ge825961,Rullstorf (Německo)
ge825963,Ruanda-Urundi
ge825964,Sitagroí (Řecko)
ge826145,Soluň (Řecko : oblast)
ge826193,Zuberec (Slovensko)
ge826326,Kapaau (Havaj)
ge826428,Havaj (stát)
ge826501,"Jersice (Hříšice, Česko)"
ge826537,Republika Srbská Krajina
ge826572,Orhei (Moldavsko)
ge826574,Orhei (Moldavsko : oblast)
ge826629,Přírodní park Strážnické Pomoraví (Česko)
ge826735,"Malostranská ulice (Plzeň, Česko)"
ge826744,"Svatobor (Hradiště, Karlovy Vary, Česko : ulice)"
ge826764,Čistá-Kralovice (Česko : železniční trať)
ge826770,"Krakovčice (Žimutice, Česko)"
ge826774,Krásná Hora (Česko : zaniklá obec)
ge826780,Krásná Pole (Česko : zaniklá obec)
ge826783,"Krč (Protivín, Česko)"
ge826791,"Krchov (Petrovice, Příbram, Česko)"
ge826792,Krty-Hradec (Česko)
ge826793,"Krušlov (Čestice, Strakonice, Česko)"
ge826796,"Křepiny (Řečice, Pelhřimov, Česko)"
ge826797,"Křída (Stádlec, Česko)"
ge826800,"Křivošín (Jistebnice, Česko)"
ge826815,Prostějovská pahorkatina (Česko)
ge826817,Křelovská pahorkatina (Česko)
ge826818,"Vývoz (Křelovská pahorkatina, Česko)"
ge826828,Smržice (Česko : oblast)
ge826831,Naučná a poutní stezka Smržice (Česko)
ge826912,"České Žleby (Stožec, Česko : oblast)"
ge826992,Naučná stezka Za černým diamantem (Česko)
ge827003,Stehlíkova naučná stezka (Česko)
ge827012,Naučná stezka Žďár (Česko)
ge827017,Chodská Úhlava (Česko : řeka)
ge827023,Chodská Úhlava (Česko : přírodní památka)
ge827178,Žulovská pahorkatina (Česko)
ge827188,Novobystřická vrchovina (Česko)
ge827283,Savernake Forest (Anglie : les)
ge827289,Sanzeno (Itálie)
ge827292,Odessa (Texas)
ge827312,Amazonas (Brazílie)
ge827360,Mekong (řeka : povodí)
ge827671,Loučovice (Česko : oblast)
ge827885,Kladská cesta (obchodní stezka)
ge827897,Kvíčala (Česko : vrch)
ge828173,Petén (Guatemala)
ge828222,"Křečkovice (Vyškov, Česko)"
ge828232,Krško (Slovinsko)
ge828262,Lobendava (Česko : oblast)
ge828268,Hrčava (Česko : oblast)
ge828272,Ječmeniště (Česko : oblast)
ge828346,Brunico (Itálie : oblast)
ge828353,Bad Hofgastein (Rakousko)
ge828358,Bad Hofgastein (Rakousko : oblast)
ge828495,Pula (Chorvatsko : oblast)
ge828501,"Moravská Ostrava (Ostrava, Česko : oblast)"
xx0187010,Přírodní park Hostýnské vrchy (Česko)
xx0187011,Přírodní park Chřiby (Česko)
xx0187012,Přírodní park Prakšická vrchovina (Česko)
xx0187013,Přírodní park Vizovické vrchy (Česko)
xx0187014,Přírodní park Záhlinické rybníky (Česko)
xx0187015,Přírodní park Želechovické paseky (Česko)
ge828648,Kojetín-Valašské Meziříčí (Česko : železniční trať)
ge828669,Choceň-Litomyšl (Česko : železniční trať)
ge828673,Přelouč-Prachovice (Česko : železniční trať)
ge828684,Opava-Hlučín (Česko : železniční trať)
ge828716,Veselí nad Moravou-Nové Mesto nad Váhom (železniční trať)
ge828718,Hodonín-Veselí nad Moravou-Vrbovce (železniční trať)
ge828722,Nové Mesto nad Váhom-Vrbovce (Slovensko : železniční trať)
ge828754,Kehl (Německo)
ge828829,Kriva Palanka (Makedonie : oblast)
ge828834,Sambir (Ukrajina : oblast)
ge828836,Zamość (Polsko : oblast)
ge828841,Brody (Ukrajina : oblast)
ge828845,Černìvcì (Ukrajina : oblast)
ge828847,Ostroh (Ukrajina : oblast)
ge828854,Husiatyn (Ukrajina)
ge828856,Husiatyn (Ukrajina : oblast)
ge828860,Snjatyn (Ukrajina : oblast)
ge828863,Kolomyja (Ukrajina : oblast)
ge828865,Rachov (Ukrajina : oblast)
ge828869,Chust (Ukrajina : oblast)
ge828875,Svaljava (Ukrajina)
ge828877,Svaljava (Ukrajina : oblast)
ge828881,Carei (Rumunsko)
ge828883,Carei (Rumunsko : oblast)
ge828935,Pápa (Maďarsko : oblast)
ge828946,Chyňava (Česko : oblast)
ge828958,Eskilstuna (Švédsko)
ge828966,Cejkov (Slovensko : oblast)
ge829166,"Zlatý potok (Blanice, Otava, Česko)"
ge829181,Strážný (Česko : oblast)
ge829182,"Kunštát (Orlické Záhoří, Česko : oblast)"
ge829184,"Sudice (Opava, Česko : oblast)"
ge829341,Lnáře (Česko : oblast)
ge829345,"Březina (Svitavy, Česko)"
ge829346,"Hostivař (Praha, Česko : vodní nádrž)"
ge829455,Augrabies Falls National Park (Jihoafrická republika)
ge829530,Cairngorms (Skotsko : pohoří)
ge829830,Terst (Itálie : oblast)
ge829833,Naučná stezka Údolím Labe (mezi Lysou nad Labem a Čelákovicemi) (Česko)
ge829850,Pramen Labe (Česko)
ge829881,Gévaudan (Francie)
ge829948,Weingarten (Německo)
ge829949,Ottobeuren (Německo)
ge829978,"Stará hora (Krkonoše, Česko)"
ge830087,Prakšice (Česko : oblast)
ge830125,Sèvres (Francie)
ge830204,Rothaargebirge (Německo : pohoří)
ge830228,Armavir (Rusko)
ge830253,"Doubrava (Hořice, Jičín, Česko)"
ge830254,"Svatogothardská Lhota (Hořice, Jičín, Česko)"
ge830258,"Horní Mísečky (Vítkovice, Semily, Česko)"
ge830334,"Horní Datyně (Vratimov, Česko)"
ge830472,"Čistá (Rakovník, Česko : oblast)"
ge830948,"Kříženec (Šebířov, Česko)"
ge830950,"Křtěnovice (Nová Ves u Mladé Vožice, Česko)"
ge830953,"Kundratice (Sviny, Tábor, Česko)"
ge830954,Kuní (Česko : zaniklá obec)
ge830957,"Kuní (Petrovice, Příbram, Česko)"
ge830958,"Kuníček (Petrovice, Příbram, Česko)"
ge830960,"Kvasejovice (Přehořov, Tábor, Česko)"
ge830961,"Kvašťov (Chyšky, Česko)"
ge830970,"Květuš (Chyšky, Česko)"
ge830975,"Laciná (Myštice, Strakonice, Česko)"
ge830978,"Lachovice (Vyšší Brod, Česko)"
ge830979,"Láz (Radomyšl, Česko)"
ge830998,"Lazec (Kájov, Česko)"
ge831000,"Laziště (Králova Lhota, Písek, Česko)"
ge831005,"Lešov (Pelhřimov, Česko)"
ge831011,"Lhota pod Horami (Temelín, Česko)"
ge831015,"Lhotice (Želiv, Česko)"
ge831030,Orlická tabule (Česko)
ge831071,Stavěšice (Česko)
ge831091,Draganić (Chorvatsko)
ge831142,"Brňany (Vyškov, Česko)"
ge831372,"Loučky (Odry, Česko)"
xx0187498,Radvanec (Česko)
xx0187499,"Háj (Habartice, Liberec, Česko)"
xx0187500,"Víska (Chrastava, Liberec, Česko)"
ge831645,"Kněževes (Rakovník, Česko)"
ge831686,"Ledecká ulice (Plzeň, Česko)"
ge831687,"Mlýnek (Nový Kostel, Česko)"
ge831717,Kotmanová (Slovensko)
ge831726,Liubavas (Litva)
ge831893,"Tehelné Pole (Bratislava, Slovensko)"
ge831945,Maracaibo (Venezuela : jezero)
ge831948,Komárno (Slovensko : oblast)
ge831955,Maracaibo (Venezuela : jezero : oblast)
ge831971,Morąg (Polsko)
ge831975,Łukta (Polsko)
ge831980,Miłakowo (Polsko)
ge832015,"Schönenberg (Pratteln, Švýcarsko)"
ge832029,"Cvrčovice (Brno-venkov, Česko)"
ge832043,Wiener Neustadt (Rakousko : oblast)
ge832162,"Lhýšov (Šebířov, Česko)"
ge832168,"Libějovické Svobodné Hory (Stožice, Česko)"
ge832171,"Libív (Dříteň, Česko)"
ge832172,"Libouň (Zvěstov, Česko)"
ge832174,"Liderovice (Chotoviny, Česko)"
ge832212,Belgické Kongo
ge832404,Nový Hrozenkov (Česko : oblast)
ge832406,Horka u Staré Paky (Česko)
ge832407,"Trubějov (Kramolna, Česko)"
ge832408,"Řehoty (Králíky, Hradec Králové, Česko)"
ge832440,"Žaltman (Jestřebí hory, Česko : vrch)"
ge832461,Župčany (Slovensko)
ge832549,"Lidéřovice (Peč, Česko)"
ge832551,"Lidmovice (Skočice, Strakonice, Česko)"
ge832552,"Lipanovice (Záboří, České Budějovice, Česko)"
ge832553,"Lipice (Pelhřimov, Česko)"
ge832565,"Lipnice (Jílovice, České Budějovice, Česko)"
ge832567,"Lipolec (Dačice, Česko)"
ge832568,"Líšno (Bystřice, Benešov, Česko)"
ge832570,"Lohenice (Koberovice, Česko)"
ge832572,"Lžín (Dírná, Česko)"
ge832628,"Malá Turná (Osek, Strakonice, Česko)"
ge832629,"Malčice (Mirkovice, Český Krumlov, Česko)"
ge832630,"Malčice (Předotice, Česko)"
ge832632,"Malé Nepodřice (Dobev, Česko)"
ge832633,"Malíkov nad Nežárkou (Horní Pěna, Česko)"
ge832634,Maloniny (Česko : zaniklá obec)
ge832635,Malý Chuchelec (Česko : zaniklá obec)
ge832636,"Malý Ježov (Smilovy Hory, Česko)"
ge832637,"Městec (Chroustovice, Česko)"
ge832638,"Milčice (Kraselov, Česko)"
ge832789,"Věkoše (Hradec Králové, Česko)"
ge832971,Kratochvilka (Česko)
xx0187923,Sesto San Giovanni (Itálie)
ge833142,Žákava (Česko : oblast)
ge833143,Rabí (Česko : oblast)
ge833144,Wilcote (Anglie)
ge833145,Shakenoak Farm (Anglie : archeologická lokalita)
ge833146,Segeberg (Německo : okres)
ge833458,"Soláň (Vsetínské vrchy, Česko : hora : oblast)"
ge833518,Fryšávka (Česko : řeka)
xx0188018,Martfű (Maďarsko)
ge833680,Kansai (Japonsko)
ge833729,Švédův stůl (Česko : jeskyně)
ge833839,"Parc de Versailles (Versailles, Francie : park)"
xx0188080,"Javory (Malšovice, Děčín, Česko)"
ge833933,"Dolní Paseky (Rožnov pod Radhoštěm, Česko)"
ge834001,země východního bloku (1945-1989)
xx0188115,"Náměstí Velké mostecké stávky (Most, Česko)"
xx0188128,Castello Valsolda (Itálie)
xx0188129,Chiasso (Švýcarsko)
xx0188130,Monguelfo (Itálie)
ge834168,Marikana (Jihoafrická republika)
ge834169,Mišićevo (Srbsko)
ge834185,"Bezděčín (Obrataň, Česko)"
ge834187,"Dolní Ostrovec (Ostrovec, Písek, Česko)"
ge834188,"Malý Budíkov (Budíkov, Pelhřimov, Česko)"
ge834189,"Miletínky (Ktiš, Česko)"
ge834192,"Milhostice (Červený Újezd, Benešov, Česko)"
ge834197,"Milíkovice (Kamenný Újezd, České Budějovice, Česko)"
ge834198,"Milíkovice (Radošovice, Strakonice, Česko)"
ge834200,"Milná (Frymburk, Český Krumlov, Česko)"
ge834202,"Milotičky (Červená Řečice, Česko)"
ge834203,"Míreč (Lom, Strakonice, Česko)"
ge834207,"Miřetice (Vacov, Česko)"
ge834209,"Mlčkov (Přeštěnice, Česko)"
xx0188168,Menton (Francie)
xx0188169,Vevey (Švýcarsko)
xx0188171,Markt Piesting (Rakousko)
xx0188172,Hinterbrühl (Rakousko)
ge834407,"Mlynářovice (Volary, Česko)"
ge834408,"Mnich (Kardašova Řečice, Česko)"
ge834409,"Modlíkov (Nadějkov, Česko)"
ge834410,"Mokrá (Vesce, Tábor, Česko)"
ge834411,"Moraveč (Chotoviny, Česko)"
ge834412,"Mračov (Kadov, Strakonice, Česko)"
ge834415,"Muckov (Černá v Pošumaví, Česko)"
ge834417,"Mutišov (Slavonice, Česko)"
ge834418,"Mutyněves (Blažejov, Česko)"
ge834419,"Mužetice (Sedlice, Strakonice, Česko)"
ge834483,Bulle (Švýcarsko)
ge834484,Dana Point (Kalifornie)
ge834487,"Arnoldshain (Schmitten, Německo)"
ge834489,Gijón (Španělsko)
ge834490,Teupitz (Německo)
ge834492,"Dubna (Čechovskij rajon, Rusko)"
ge834496,Tolmezzo (Itálie)
ge834498,Belcamp (Maryland)
ge834499,Schneverdingen (Německo)
ge834502,Egmond aan Zee (Nizozemsko)
ge834505,Almonaster la Real (Španělsko)
ge834506,"Dolní Bučice (Vrdy, Česko)"
ge834508,Bzince pod Javorinou (Slovensko)
ge834587,Březinky (Česko)
ge834641,Velké Janovice (Česko)
ge834695,"Solivar (Prešov, Slovensko)"
ge834701,"Královská dědičná štola Prokop (Stříbro, Česko)"
ge834733,Lalibela (Etiopie)
ge834811,Mniší hora (Česko : přírodní památka)
ge834812,Balinka (Česko : řeka)
ge834938,"Praděd (Hrubý Jeseník, Česko : hora : oblast)"
ge834960,"Jelení potok (Malá Úpa, Česko)"
ge834966,"Mrtvý vrch (Krkonoše, Česko)"
ge834972,"Výhledy (Jizerské hory, Česko a Polsko : vrch)"
ge834975,Přírodní rezervace U Houkvice (Česko)
ge834976,Ostřešany (Česko)
ge834977,Přírodní rezervace Buky (Česko)
ge834984,"Nemošice (Pardubice, Česko)"
ge835000,Přírodní památka Střelická bažinka (Česko)
ge835001,Přírodní park Rakovecké údolí (Česko)
ge835037,"Ruprechtov (Vyškov, Česko : oblast)"
ge835041,Dar es Salaam (Tanzanie)
ge835107,Vogézy (Francie : pohoří)
ge835124,Týniště nad Orlicí (Česko : oblast)
ge835186,Vysoké Chvojno (Česko : oblast)
ge835286,Přírodní rezervace Krkanka (Česko)
ge835290,Přírodní rezervace Zubří (Česko)
ge835318,"Zubří (Trhová kamenice, Česko)"
ge835320,"Zubří (Trhová kamenice, Česko : oblast)"
ge835382,Radoviš (Makedonie)
ge835565,"Čábuze (Vacov, Česko)"
ge835566,"Čavyně (Vodňany, Česko)"
ge835569,"Čečkov (Jankov, Benešov, Česko)"
ge835571,"Končice (Žiželice, Kolín, Česko)"
ge835572,"Litkovice (Žirovnice, Česko)"
ge835574,"Náchod (Tábor, Česko)"
ge835580,"Návarov (Zlatá Olešnice, Jablonec nad Nisou, Česko)"
ge835582,"Nehonín (Jistebnice, Česko)"
ge835583,"Nespice (Vacov, Česko)"
ge835584,Nesuchyně (Česko)
ge835585,"Netonice (Bílsko, Strakonice, Česko)"
ge835586,"Níkovice (Hrejkovice, Česko)"
ge835651,"Čertův mlýn (Plzeň-město, Česko)"
ge835657,"Cikánka (Plzeň, Česko)"
ge835660,"U Planetária (Plzeň, Česko)"
ge835663,"Emila Škody (Plzeň, Česko)"
ge835676,Cyklostezka Hvězdná (Česko)
ge835773,Naučná stezka Karla Jaromíra Erbena (Česko)
ge836012,Janja (Bosna a Hercegovina)
ge836013,Blejska Dobrava (Slovinsko)
ge836076,"Břežany (Lešany, Benešov, Česko)"
ge836166,"Romanovka (Přímořský kraj, Rusko)"
ge836378,"Hostavice (Praha, Česko)"
ge836456,Jižní Amerika (severovýchodní oblast)
ge836458,Milejovice (Česko)
ge836461,Pomorie (Bulharsko)
ge836465,Leipziger Land (Německo)
ge836506,Praha 16 (Česko)
ge836510,Praha 17 (Česko)
ge836516,Praha 19 (Česko)
ge836518,Praha 20 (Česko)
ge836528,Praha 21 (Česko)
ge836533,Grafenau (Německo)
ge836536,Pfreimd (Německo)
ge836552,Jeskyně Inků (Česko)
ge836673,"Jeníkov (Čechtice, Česko)"
ge836674,"Nítovice (Kardašova Řečice, Česko)"
ge836675,"Nízká Lhota (Kámen, Pelhřimov, Česko)"
ge836677,"Nosetín (Chyšky, Česko)"
ge836683,"Houžná (Lenora, Česko)"
ge836684,"Nová Ves u Protivína (Žďár, Písek, Česko)"
ge836685,"Nové Lány (Malšice, Česko)"
ge836686,"Nové Sady (Písečné, Jindřichův Hradec, Česko)"
ge836687,"Oblajovice (Dolní Hořice, Česko)"
ge836688,"Obrátice (Smilovy Hory, Česko)"
ge836690,"Olbramov (Horní Stropnice, Česko)"
ge836767,"Ctěnice (Vinoř, Praha, Česko)"
ge837033,Mylau (Německo)
ge837069,Kulen Vakuf (Bosna a Hercegovina)
ge837142,Soissons (Francie)
ge837209,"Lužný (Perštejn, Česko)"
ge837301,Rama (Bosna a Hercegovina : řeka)
ge837303,Rama (Bosna a Hercegovina : řeka : oblast)
ge837536,Swilly (Irsko : fjord)
ge837609,Swilly (Irsko : fjord : oblast)
ge837645,Kičevo (Makedonie)
ge837691,Krosno Odrzańskie (Polsko)
ge837699,Zbruč (Ukrajina : řeka : oblast)
ge837814,Hajdarábád
ge837945,Saint-Mihiel (Francie)
